OutageUID,Site Name,Project ID,Description,Asset,Sub-System,Status,Tollgate,Start Date,End Date,Budget,Actual Cost,Contractor,Project Manager,TollgateLateFlag
WV_HGP_2026,West Valley Peaker,PRJ-WV-2418,Execution: Fuel Nozzle Swap,Gas Turbine,Combustion,Planned,Execution,15-08-2026,02-10-2026,94881.9,0,United Rentals,Sarah Miller,FALSE
WV_HGP_2026,West Valley Peaker,PRJ-WV-2419,Execution: Budget Approval,Project Management,Financial & Controls,Planned,Execution,15-08-2026,02-10-2026,79601.39,0,United Rentals,Sarah Miller,FALSE
WV_HGP_2026,West Valley Peaker,PRJ-WV-2420,Execution: Walkdown Isolations,Safety & Compliance,LOTO,Planned,Execution,15-08-2026,02-10-2026,96873.64,0,GE Vernova,Sarah Miller,FALSE
WV_HGP_2026,West Valley Peaker,PRJ-WV-2421,EMERGENT: Scope Freeze Meeting - Repair,Project Management,Supply Chain,Planned,Execution,15-08-2026,02-10-2026,72476,0,GE Vernova,Sarah Miller,FALSE
WV_HGP_2026,West Valley Peaker,PRJ-WV-2422,Execution: Air Monitoring Setup,Safety & Compliance,EHS,Planned,Execution,15-08-2026,02-10-2026,92331.59,0,United Rentals,Sarah Miller,FALSE
WV_HGP_2026,West Valley Peaker,PRJ-WV-2423,EMERGENT: Aux Boiler Inspection - Repair,Balance of Plant,Auxiliary,Planned,Execution,15-08-2026,02-10-2026,77372.45,0,United Rentals,Sarah Miller,FALSE
WV_HGP_2026,West Valley Peaker,PRJ-WV-2424,Execution: Invoice Reconciliation,Project Management,Financial & Controls,Planned,Execution,15-08-2026,02-10-2026,83034.94,0,United Rentals,Sarah Miller,FALSE
WV_HGP_2026,West Valley Peaker,PRJ-WV-2425,Execution: IGV Bushing Replace,Gas Turbine,Inlet & Compressor,Planned,Execution,15-08-2026,02-10-2026,89368.38,0,Siemens Energy,Sarah Miller,FALSE
WV_HGP_2026,West Valley Peaker,PRJ-WV-2426,EMERGENT: Daily Safety Audit - Repair,Safety & Compliance,EHS,Planned,Execution,15-08-2026,02-10-2026,98347.73,0,Local Union 55,Sarah Miller,FALSE
WV_HGP_2026,West Valley Peaker,PRJ-WV-2427,EMERGENT: Confined Space Drills - Repair,Safety & Compliance,EHS,Planned,Execution,15-08-2026,02-10-2026,75321.78,0,GE Vernova,Sarah Miller,FALSE
WV_HGP_2026,West Valley Peaker,PRJ-WV-2428,Execution: Mobilization,Project Management,Supply Chain,Planned,Execution,15-08-2026,02-10-2026,71958.59,0,Local Union 55,Sarah Miller,FALSE
WV_HGP_2026,West Valley Peaker,PRJ-WV-2429,Execution: Compressor Borescope,Gas Turbine,Inlet & Compressor,Planned,Execution,15-08-2026,02-10-2026,90471.31,0,BrandSafway,Sarah Miller,FALSE
WV_HGP_2026,West Valley Peaker,PRJ-WV-2430,Execution: HazWaste Permit,Project Management,Regulatory,Planned,Execution,15-08-2026,02-10-2026,74495.07,0,EthosEnergy,Sarah Miller,FALSE
WV_HGP_2026,West Valley Peaker,PRJ-WV-2431,Execution: Aux Boiler Inspection,Balance of Plant,Auxiliary,Planned,Execution,15-08-2026,02-10-2026,87701.78,0,EthosEnergy,Sarah Miller,FALSE
WV_HGP_2026,West Valley Peaker,PRJ-WV-2432,Execution: IGV Bushing Replace,Gas Turbine,Inlet & Compressor,Planned,Execution,15-08-2026,02-10-2026,89863.41,0,United Rentals,Sarah Miller,FALSE
WV_HGP_2026,West Valley Peaker,PRJ-WV-2433,Execution: Submit CapEx Request,Project Management,Financial & Controls,Planned,Execution,15-08-2026,02-10-2026,82647.94,0,BrandSafway,Sarah Miller,FALSE
WV_HGP_2026,West Valley Peaker,PRJ-WV-2434,Execution: Develop Cost Estimate,Project Management,Financial & Controls,Planned,Execution,15-08-2026,02-10-2026,75631.92,0,Siemens Energy,Sarah Miller,FALSE
WV_HGP_2026,West Valley Peaker,PRJ-WV-2435,Execution: Condenser Cleaning,Balance of Plant,Cooling Water,Planned,Execution,15-08-2026,02-10-2026,72807.35,0,Local Union 55,Sarah Miller,FALSE
WV_HGP_2026,West Valley Peaker,PRJ-WV-2436,Execution: Daily Safety Audit,Safety & Compliance,EHS,Planned,Execution,15-08-2026,02-10-2026,100653.59,0,Local Union 55,Sarah Miller,FALSE
WV_HGP_2026,West Valley Peaker,PRJ-WV-2437,EMERGENT: Chemical Safety Review - Repair,Safety & Compliance,EHS,Planned,Execution,15-08-2026,02-10-2026,85672.71,0,EthosEnergy,Sarah Miller,FALSE
WV_HGP_2026,West Valley Peaker,PRJ-WV-2438,EMERGENT: Battery Bank Test - Repair,Balance of Plant,Electrical,Planned,Execution,15-08-2026,02-10-2026,83264.05,0,Local Union 55,Sarah Miller,FALSE
WV_HGP_2026,West Valley Peaker,PRJ-WV-2439,EMERGENT: Master LOTO List - Repair,Safety & Compliance,LOTO,Planned,Execution,15-08-2026,02-10-2026,83240.02,0,BrandSafway,Sarah Miller,FALSE
WV_HGP_2026,West Valley Peaker,PRJ-WV-2440,Execution: Chemical Safety Review,Safety & Compliance,EHS,Planned,Execution,15-08-2026,02-10-2026,104075.03,0,Siemens Energy,Sarah Miller,FALSE
WV_HGP_2026,West Valley Peaker,PRJ-WV-2441,Execution: Switchgear Testing,Balance of Plant,Electrical,Planned,Execution,15-08-2026,02-10-2026,84009.84,0,BrandSafway,Sarah Miller,FALSE
WV_HGP_2026,West Valley Peaker,PRJ-WV-2442,Execution: Contractor Orientation,Project Management,Supply Chain,Planned,Execution,15-08-2026,02-10-2026,72284.97,0,Siemens Energy,Sarah Miller,FALSE
WV_HGP_2026,West Valley Peaker,PRJ-WV-2443,Execution: Confined Space Drills,Safety & Compliance,EHS,Planned,Execution,15-08-2026,02-10-2026,71061.49,0,EthosEnergy,Sarah Miller,FALSE
WV_HGP_2026,West Valley Peaker,PRJ-WV-2444,Execution: Print Tags,Safety & Compliance,LOTO,Planned,Execution,15-08-2026,02-10-2026,90526.72,0,United Rentals,Sarah Miller,FALSE
WV_HGP_2026,West Valley Peaker,PRJ-WV-2445,EMERGENT: Develop Cost Estimate - Repair,Project Management,Financial & Controls,Planned,Execution,15-08-2026,02-10-2026,70668.58,0,GE Vernova,Sarah Miller,FALSE
WV_HGP_2026,West Valley Peaker,PRJ-WV-2446,Execution: Rotor Inspection,Gas Turbine,Turbine Section,Planned,Execution,15-08-2026,02-10-2026,102979.68,0,BrandSafway,Sarah Miller,FALSE
WV_HGP_2026,West Valley Peaker,PRJ-WV-2447,Execution: Print Tags,Safety & Compliance,LOTO,Planned,Execution,15-08-2026,02-10-2026,103222.52,0,EthosEnergy,Sarah Miller,FALSE
WV_HGP_2026,West Valley Peaker,PRJ-WV-2448,Execution: IGV Bushing Replace,Gas Turbine,Inlet & Compressor,Planned,Execution,15-08-2026,02-10-2026,87995.7,0,EthosEnergy,Sarah Miller,FALSE
WV_HGP_2026,West Valley Peaker,PRJ-WV-2449,Execution: Air Monitoring Setup,Safety & Compliance,EHS,Planned,Execution,15-08-2026,02-10-2026,87187.69,0,BrandSafway,Sarah Miller,FALSE
WV_HGP_2026,West Valley Peaker,PRJ-WV-2450,Execution: Budget Approval,Project Management,Financial & Controls,Planned,Execution,15-08-2026,02-10-2026,96916.38,0,United Rentals,Sarah Miller,FALSE
WV_HGP_2026,West Valley Peaker,PRJ-WV-2451,EMERGENT: Switchgear Testing - Repair,Balance of Plant,Electrical,Planned,Execution,15-08-2026,02-10-2026,103913.46,0,Local Union 55,Sarah Miller,FALSE
WV_HGP_2026,West Valley Peaker,PRJ-WV-2452,Execution: Condenser Cleaning,Balance of Plant,Cooling Water,Planned,Execution,15-08-2026,02-10-2026,95713.93,0,Mistras Group,Sarah Miller,FALSE
WV_HGP_2026,West Valley Peaker,PRJ-WV-2453,EMERGENT: Chemical Safety Review - Repair,Safety & Compliance,EHS,Planned,Execution,15-08-2026,02-10-2026,91784.72,0,United Rentals,Sarah Miller,FALSE
WV_HGP_2026,West Valley Peaker,PRJ-WV-2454,Execution: Contractor Orientation,Project Management,Supply Chain,Planned,Execution,15-08-2026,02-10-2026,74261.35,0,United Rentals,Sarah Miller,FALSE
WV_HGP_2026,West Valley Peaker,PRJ-WV-2455,Execution: Confined Space Drills,Safety & Compliance,EHS,Planned,Execution,15-08-2026,02-10-2026,72760.86,0,GE Vernova,Sarah Miller,FALSE
WV_HGP_2026,West Valley Peaker,PRJ-WV-2456,EMERGENT: Master LOTO List - Repair,Safety & Compliance,LOTO,Planned,Execution,15-08-2026,02-10-2026,102724.79,0,Mistras Group,Sarah Miller,FALSE
WV_HGP_2026,West Valley Peaker,PRJ-WV-2457,EMERGENT: HazWaste Permit - Repair,Project Management,Regulatory,Planned,Execution,15-08-2026,02-10-2026,95707.02,0,Siemens Energy,Sarah Miller,FALSE
WV_HGP_2026,West Valley Peaker,PRJ-WV-2458,Execution: Combustion Chamber Open,Gas Turbine,Combustion,Planned,Execution,15-08-2026,02-10-2026,105240.45,0,Mistras Group,Sarah Miller,FALSE
WV_HGP_2026,West Valley Peaker,PRJ-WV-2459,Execution: Grid Outage Bid,Project Management,Regulatory,Planned,Execution,15-08-2026,02-10-2026,86513.36,0,BrandSafway,Sarah Miller,FALSE
WV_HGP_2026,West Valley Peaker,PRJ-WV-2460,Execution: Invoice Reconciliation,Project Management,Financial & Controls,Planned,Execution,15-08-2026,02-10-2026,100912.51,0,EthosEnergy,Sarah Miller,FALSE
WV_HGP_2026,West Valley Peaker,PRJ-WV-2461,Execution: Invoice Reconciliation,Project Management,Financial & Controls,Planned,Execution,15-08-2026,02-10-2026,84947.9,0,Local Union 55,Sarah Miller,FALSE
WV_HGP_2026,West Valley Peaker,PRJ-WV-2462,Execution: Switchgear Testing,Balance of Plant,Electrical,Planned,Execution,15-08-2026,02-10-2026,79727.17,0,Siemens Energy,Sarah Miller,FALSE
WV_HGP_2026,West Valley Peaker,PRJ-WV-2463,Execution: Aux Boiler Inspection,Balance of Plant,Auxiliary,Planned,Execution,15-08-2026,02-10-2026,92283.86,0,United Rentals,Sarah Miller,FALSE
WV_HGP_2026,West Valley Peaker,PRJ-WV-2464,Execution: Mobilization,Project Management,Supply Chain,Planned,Execution,15-08-2026,02-10-2026,99984.66,0,BrandSafway,Sarah Miller,FALSE
WV_HGP_2026,West Valley Peaker,PRJ-WV-2465,Execution: Cooling Tower Media Replace,Balance of Plant,Cooling Water,Planned,Execution,15-08-2026,02-10-2026,85660.69,0,EthosEnergy,Sarah Miller,FALSE
WV_HGP_2026,West Valley Peaker,PRJ-WV-2466,Execution: HazWaste Permit,Project Management,Regulatory,Planned,Execution,15-08-2026,02-10-2026,92961.63,0,Local Union 55,Sarah Miller,FALSE
WV_HGP_2026,West Valley Peaker,PRJ-WV-2467,Execution: Mobilization,Project Management,Supply Chain,Planned,Execution,15-08-2026,02-10-2026,80496.62,0,Mistras Group,Sarah Miller,FALSE
WV_HGP_2026,West Valley Peaker,PRJ-WV-2468,Execution: Demin Plant Service,Balance of Plant,Auxiliary,Planned,Execution,15-08-2026,02-10-2026,82998.41,0,EthosEnergy,Sarah Miller,FALSE
WV_HGP_2026,West Valley Peaker,PRJ-WV-2469,EMERGENT: Master LOTO List - Repair,Safety & Compliance,LOTO,Planned,Execution,15-08-2026,02-10-2026,89062.93,0,EthosEnergy,Sarah Miller,FALSE
WV_HGP_2026,West Valley Peaker,PRJ-WV-2470,Execution: Master LOTO List,Safety & Compliance,LOTO,Planned,Execution,15-08-2026,02-10-2026,75768.9,0,Mistras Group,Sarah Miller,FALSE
WV_HGP_2026,West Valley Peaker,PRJ-WV-2471,Execution: Battery Bank Test,Balance of Plant,Electrical,Planned,Execution,15-08-2026,02-10-2026,101585.22,0,Siemens Energy,Sarah Miller,FALSE
WV_HGP_2026,West Valley Peaker,PRJ-WV-2472,EMERGENT: Chemical Safety Review - Repair,Safety & Compliance,EHS,Planned,Execution,15-08-2026,02-10-2026,75831.11,0,United Rentals,Sarah Miller,FALSE
WV_HGP_2026,West Valley Peaker,PRJ-WV-2473,Execution: Shroud Block Replace,Gas Turbine,Turbine Section,Planned,Execution,15-08-2026,02-10-2026,105570.87,0,EthosEnergy,Sarah Miller,FALSE
WV_HGP_2026,West Valley Peaker,PRJ-WV-2474,Execution: Submit CapEx Request,Project Management,Financial & Controls,Planned,Execution,15-08-2026,02-10-2026,84878.81,0,United Rentals,Sarah Miller,FALSE
WV_HGP_2026,West Valley Peaker,PRJ-WV-2475,Execution: Compressor Wash,Gas Turbine,Inlet & Compressor,Planned,Execution,15-08-2026,02-10-2026,100244.57,0,Siemens Energy,Sarah Miller,FALSE
WV_HGP_2026,West Valley Peaker,PRJ-WV-2476,Execution: Daily Safety Audit,Safety & Compliance,EHS,Planned,Execution,15-08-2026,02-10-2026,91400.18,0,Local Union 55,Sarah Miller,FALSE
WV_HGP_2026,West Valley Peaker,PRJ-WV-2477,T+1: Compressor Wash,Gas Turbine,Inlet & Compressor,Planned,T+1,02-10-2026,01-11-2026,88053.12,0,EthosEnergy,Sarah Miller,FALSE
WV_HGP_2026,West Valley Peaker,PRJ-WV-2478,T+1: Rotor Inspection,Gas Turbine,Turbine Section,Planned,T+1,02-10-2026,01-11-2026,98352.38,0,United Rentals,Sarah Miller,FALSE
WV_HGP_2026,West Valley Peaker,PRJ-WV-2479,T+1: Master LOTO List,Safety & Compliance,LOTO,Planned,T+1,02-10-2026,01-11-2026,70299.26,0,BrandSafway,Sarah Miller,FALSE
WV_HGP_2026,West Valley Peaker,PRJ-WV-2480,T+1: Scope Freeze Meeting,Project Management,Supply Chain,Planned,T+1,02-10-2026,01-11-2026,94442.11,0,Mistras Group,Sarah Miller,FALSE
WV_HGP_2026,West Valley Peaker,PRJ-WV-2481,T+1: Walkdown Isolations,Safety & Compliance,LOTO,Planned,T+1,02-10-2026,01-11-2026,98464.04,0,BrandSafway,Sarah Miller,FALSE
WV_HGP_2026,West Valley Peaker,PRJ-WV-2482,T+1: Fuel Nozzle Swap,Gas Turbine,Combustion,Planned,T+1,02-10-2026,01-11-2026,77726.08,0,Local Union 55,Sarah Miller,FALSE
WV_HGP_2026,West Valley Peaker,PRJ-WV-2483,T+1: Fuel Nozzle Swap,Gas Turbine,Combustion,Planned,T+1,02-10-2026,01-11-2026,92773.47,0,United Rentals,Sarah Miller,FALSE
WV_HGP_2026,West Valley Peaker,PRJ-WV-2484,T+1: Develop Cost Estimate,Project Management,Financial & Controls,Planned,T+1,02-10-2026,01-11-2026,97414.97,0,Local Union 55,Sarah Miller,FALSE
WV_HGP_2026,West Valley Peaker,PRJ-WV-2485,T+1: Inlet Filter Inspection,Gas Turbine,Inlet & Compressor,Planned,T+1,02-10-2026,01-11-2026,85429.15,0,United Rentals,Sarah Miller,FALSE
WV_HGP_2026,West Valley Peaker,PRJ-WV-2486,T+1: Fuel Nozzle Swap,Gas Turbine,Combustion,Planned,T+1,02-10-2026,01-11-2026,71491.84,0,Local Union 55,Sarah Miller,FALSE
WV_HGP_2026,West Valley Peaker,PRJ-WV-2487,T+1: Combustion Chamber Open,Gas Turbine,Combustion,Planned,T+1,02-10-2026,01-11-2026,98951.2,0,Local Union 55,Sarah Miller,FALSE
WV_HGP_2026,West Valley Peaker,PRJ-WV-2488,T+1: HazWaste Permit,Project Management,Regulatory,Planned,T+1,02-10-2026,01-11-2026,75247.98,0,United Rentals,Sarah Miller,FALSE
WV_HGP_2026,West Valley Peaker,PRJ-WV-2489,T+1: Inst Air Comp Service,Balance of Plant,Auxiliary,Planned,T+1,02-10-2026,01-11-2026,85531.2,0,BrandSafway,Sarah Miller,FALSE
CB_MO_2027,Coast BaseLoad,PRJ-CB-2490,T-24: Environmental Permit Review,Project Management,Regulatory,Completed,T-24,01-08-2025,26-08-2025,63278.35,72494.57,BrandSafway,Michael Chang,FALSE
CB_MO_2027,Coast BaseLoad,PRJ-CB-2491,T-24: Invoice Reconciliation,Project Management,Financial & Controls,Completed,T-24,01-08-2025,26-08-2025,58003.25,63873.25,Siemens Energy,Michael Chang,FALSE
CB_MO_2027,Coast BaseLoad,PRJ-CB-2492,T-24: Air Monitoring Setup,Safety & Compliance,EHS,Completed,T-24,01-08-2025,26-08-2025,52649.55,54871.78,United Rentals,Michael Chang,FALSE
CB_MO_2027,Coast BaseLoad,PRJ-CB-2493,T-24: HazWaste Permit,Project Management,Regulatory,Completed,T-24,01-08-2025,26-08-2025,64895,66073.19,GE Vernova,Michael Chang,FALSE
CB_MO_2027,Coast BaseLoad,PRJ-CB-2494,T-24: Master LOTO List,Safety & Compliance,LOTO,Completed,T-24,01-08-2025,26-08-2025,61090.77,63463.62,GE Vernova,Michael Chang,FALSE
CB_MO_2027,Coast BaseLoad,PRJ-CB-2495,T-24: Master LOTO List,Safety & Compliance,LOTO,Completed,T-24,01-08-2025,26-08-2025,68104.67,64893.02,Siemens Energy,Michael Chang,FALSE
CB_MO_2027,Coast BaseLoad,PRJ-CB-2496,T-24: Invoice Reconciliation,Project Management,Financial & Controls,Completed,T-24,01-08-2025,26-08-2025,55807.13,59462.01,GE Vernova,Michael Chang,FALSE
CB_MO_2027,Coast BaseLoad,PRJ-CB-2497,T-24: Budget Approval,Project Management,Financial & Controls,Completed,T-24,01-08-2025,26-08-2025,54191.87,57280.93,Siemens Energy,Michael Chang,FALSE
CB_MO_2027,Coast BaseLoad,PRJ-CB-2498,T-24: Master LOTO List,Safety & Compliance,LOTO,Completed,T-24,01-08-2025,26-08-2025,63740.54,72418.43,GE Vernova,Michael Chang,FALSE
CB_MO_2027,Coast BaseLoad,PRJ-CB-2499,T-24: Budget Approval,Project Management,Financial & Controls,Completed,T-24,01-08-2025,26-08-2025,66145.71,63031.88,Siemens Energy,Michael Chang,FALSE
CB_MO_2027,Coast BaseLoad,PRJ-CB-2500,T-24: Air Monitoring Setup,Safety & Compliance,EHS,Completed,T-24,01-08-2025,26-08-2025,59446.69,62324.34,BrandSafway,Michael Chang,FALSE
CB_MO_2027,Coast BaseLoad,PRJ-CB-2501,T-24: Environmental Permit Review,Project Management,Regulatory,Completed,T-24,01-08-2025,26-08-2025,57462.67,60012.21,EthosEnergy,Michael Chang,FALSE
CB_MO_2027,Coast BaseLoad,PRJ-CB-2502,T-24: Walkdown Isolations,Safety & Compliance,LOTO,Completed,T-24,01-08-2025,26-08-2025,63603.22,63567.78,EthosEnergy,Michael Chang,FALSE
CB_MO_2027,Coast BaseLoad,PRJ-CB-2503,T-24: Air Monitoring Setup,Safety & Compliance,EHS,Completed,T-24,01-08-2025,26-08-2025,46550.6,44134.06,BrandSafway,Michael Chang,FALSE
CB_MO_2027,Coast BaseLoad,PRJ-CB-2504,T-24: Walkdown Isolations,Safety & Compliance,LOTO,Completed,T-24,01-08-2025,26-08-2025,59886.78,66137.98,Mistras Group,Michael Chang,FALSE
CB_MO_2027,Coast BaseLoad,PRJ-CB-2505,T-24: Environmental Permit Review,Project Management,Regulatory,Completed,T-24,01-08-2025,26-08-2025,61338.05,57632.34,BrandSafway,Michael Chang,FALSE
CB_MO_2027,Coast BaseLoad,PRJ-CB-2506,T-24: Scope Freeze Meeting,Project Management,Supply Chain,Completed,T-24,01-08-2025,26-08-2025,48686.77,48414.3,United Rentals,Michael Chang,FALSE
CB_MO_2027,Coast BaseLoad,PRJ-CB-2507,T-24: Confined Space Drills,Safety & Compliance,EHS,Completed,T-24,01-08-2025,26-08-2025,55828.52,58165.34,GE Vernova,Michael Chang,FALSE
CB_MO_2027,Coast BaseLoad,PRJ-CB-2508,T-24: Budget Approval,Project Management,Financial & Controls,Completed,T-24,01-08-2025,26-08-2025,65682.37,64435.19,EthosEnergy,Michael Chang,FALSE
CB_MO_2027,Coast BaseLoad,PRJ-CB-2509,T-24: Walkdown Isolations,Safety & Compliance,LOTO,Completed,T-24,01-08-2025,26-08-2025,63989.33,73371.93,Siemens Energy,Michael Chang,FALSE
CB_MO_2027,Coast BaseLoad,PRJ-CB-2510,T-24: Verify Zero Energy,Safety & Compliance,LOTO,Completed,T-24,01-08-2025,26-08-2025,56673,58639.4,United Rentals,Michael Chang,FALSE
CB_MO_2027,Coast BaseLoad,PRJ-CB-2511,Manage PO: HGP Hardware,Project Management,Supply Chain,In Progress,T-18,07-02-2026,04-03-2026,15000,1311.97,OEM / Supply Chain,Michael Chang,FALSE
CB_MO_2027,Coast BaseLoad,PRJ-CB-2512,Manage PO: Combustion Parts,Project Management,Supply Chain,In Progress,T-18,07-02-2026,04-03-2026,15000,1161.64,OEM / Supply Chain,Michael Chang,FALSE
CB_MO_2027,Coast BaseLoad,PRJ-CB-2513,Manage PO: ST Valve Parts,Project Management,Supply Chain,In Progress,T-18,07-02-2026,04-03-2026,15000,1230.33,OEM / Supply Chain,Michael Chang,FALSE
CB_MO_2027,Coast BaseLoad,PRJ-CB-2514,Manage PO: LSB Consumables,Project Management,Supply Chain,In Progress,T-18,07-02-2026,04-03-2026,15000,1173.09,OEM / Supply Chain,Michael Chang,FALSE
CB_MO_2027,Coast BaseLoad,PRJ-CB-2515,Manage PO: Catalyst Replacement,Project Management,Supply Chain,In Progress,T-18,07-02-2026,04-03-2026,15000,1278.69,OEM / Supply Chain,Michael Chang,FALSE
CB_MO_2027,Coast BaseLoad,PRJ-CB-2516,Material: Tube Panel Sections,HRSG,Pressure Parts,In Progress,T-18,07-02-2026,04-03-2026,1830000,160529.02,OEM / Supply Chain,Michael Chang,FALSE
CB_MO_2027,Coast BaseLoad,PRJ-CB-2517,Manage PO: Generator Kits,Project Management,Supply Chain,In Progress,T-18,07-02-2026,04-03-2026,15000,1199.2,OEM / Supply Chain,Michael Chang,FALSE
CB_MO_2027,Coast BaseLoad,PRJ-CB-2518,T-18: Invoice Reconciliation,Project Management,Financial & Controls,In Progress,T-18,07-02-2026,04-03-2026,68387.23,5509.29,BrandSafway,Michael Chang,TRUE
CB_MO_2027,Coast BaseLoad,PRJ-CB-2519,T-18: Invoice Reconciliation,Project Management,Financial & Controls,In Progress,T-18,07-02-2026,04-03-2026,85912.38,7294.18,Siemens Energy,Michael Chang,TRUE
CB_MO_2027,Coast BaseLoad,PRJ-CB-2520,T-18: Walkdown Isolations,Safety & Compliance,LOTO,In Progress,T-18,07-02-2026,04-03-2026,95329.5,7866.76,GE Vernova,Michael Chang,TRUE
CB_MO_2027,Coast BaseLoad,PRJ-CB-2521,T-18: Verify Zero Energy,Safety & Compliance,LOTO,In Progress,T-18,07-02-2026,04-03-2026,68070.95,5823.63,EthosEnergy,Michael Chang,TRUE
CB_MO_2027,Coast BaseLoad,PRJ-CB-2522,T-18: Contractor Orientation,Project Management,Supply Chain,In Progress,T-18,07-02-2026,04-03-2026,70862.66,5420.57,GE Vernova,Michael Chang,TRUE
CB_MO_2027,Coast BaseLoad,PRJ-CB-2523,T-18: RFP General Contractor,Project Management,Supply Chain,In Progress,T-18,07-02-2026,04-03-2026,69385.21,5774.24,GE Vernova,Michael Chang,TRUE
CB_MO_2027,Coast BaseLoad,PRJ-CB-2524,T-18: Develop Cost Estimate,Project Management,Financial & Controls,In Progress,T-18,07-02-2026,04-03-2026,65322.16,5629.91,United Rentals,Michael Chang,TRUE
CB_MO_2027,Coast BaseLoad,PRJ-CB-2525,T-18: Confined Space Drills,Safety & Compliance,EHS,In Progress,T-18,07-02-2026,04-03-2026,90134.02,7691.91,EthosEnergy,Michael Chang,TRUE
CB_MO_2027,Coast BaseLoad,PRJ-CB-2526,T-18: Verify Zero Energy,Safety & Compliance,LOTO,In Progress,T-18,07-02-2026,04-03-2026,82189.81,6604.5,EthosEnergy,Michael Chang,TRUE
CB_MO_2027,Coast BaseLoad,PRJ-CB-2527,T-18: Budget Approval,Project Management,Financial & Controls,In Progress,T-18,07-02-2026,04-03-2026,91380.22,7891.69,BrandSafway,Michael Chang,TRUE
CB_MO_2027,Coast BaseLoad,PRJ-CB-2528,T-18: Chemical Safety Review,Safety & Compliance,EHS,In Progress,T-18,07-02-2026,04-03-2026,76809.49,5930.57,Siemens Energy,Michael Chang,TRUE
CB_MO_2027,Coast BaseLoad,PRJ-CB-2529,T-18: Environmental Permit Review,Project Management,Regulatory,In Progress,T-18,07-02-2026,04-03-2026,66203.7,5678.43,BrandSafway,Michael Chang,TRUE
CB_MO_2027,Coast BaseLoad,PRJ-CB-2530,T-18: HazWaste Permit,Project Management,Regulatory,In Progress,T-18,07-02-2026,04-03-2026,94719.66,7945.67,BrandSafway,Michael Chang,TRUE
CB_MO_2027,Coast BaseLoad,PRJ-CB-2531,T-18: Air Monitoring Setup,Safety & Compliance,EHS,In Progress,T-18,07-02-2026,04-03-2026,86461.38,6833.57,GE Vernova,Michael Chang,TRUE
CB_MO_2027,Coast BaseLoad,PRJ-CB-2532,Material: Stage 1 Buckets & Nozzles,Gas Turbine,Hot Gas Path,Planned,T-12,01-08-2026,26-08-2026,4880000,0,OEM / Supply Chain,Michael Chang,FALSE
CB_MO_2027,Coast BaseLoad,PRJ-CB-2533,Material: Main Steam Valve Kit,Steam Turbine,HP/IP Section,Planned,T-12,01-08-2026,26-08-2026,1830000,0,OEM / Supply Chain,Michael Chang,FALSE
CB_MO_2027,Coast BaseLoad,PRJ-CB-2534,Material: CO/SCR Catalyst Blocks,HRSG,Gas Path,Planned,T-12,01-08-2026,26-08-2026,4880000,0,OEM / Supply Chain,Michael Chang,FALSE
CB_MO_2027,Coast BaseLoad,PRJ-CB-2535,T-12: Walkdown Isolations,Safety & Compliance,LOTO,Planned,T-12,01-08-2026,26-08-2026,85331.49,0,Mistras Group,Michael Chang,FALSE
CB_MO_2027,Coast BaseLoad,PRJ-CB-2536,T-12: Chemical Safety Review,Safety & Compliance,EHS,Planned,T-12,01-08-2026,26-08-2026,80263.74,0,Local Union 55,Michael Chang,FALSE
CB_MO_2027,Coast BaseLoad,PRJ-CB-2537,T-12: HazWaste Permit,Project Management,Regulatory,Planned,T-12,01-08-2026,26-08-2026,98814.44,0,Siemens Energy,Michael Chang,FALSE
CB_MO_2027,Coast BaseLoad,PRJ-CB-2538,T-12: Mobilization,Project Management,Supply Chain,Planned,T-12,01-08-2026,26-08-2026,88272.73,0,Local Union 55,Michael Chang,FALSE
CB_MO_2027,Coast BaseLoad,PRJ-CB-2539,T-12: Walkdown Isolations,Safety & Compliance,LOTO,Planned,T-12,01-08-2026,26-08-2026,98411.8,0,BrandSafway,Michael Chang,FALSE
CB_MO_2027,Coast BaseLoad,PRJ-CB-2540,T-12: Confined Space Drills,Safety & Compliance,EHS,Planned,T-12,01-08-2026,26-08-2026,102851.38,0,EthosEnergy,Michael Chang,FALSE
CB_MO_2027,Coast BaseLoad,PRJ-CB-2541,T-12: Master LOTO List,Safety & Compliance,LOTO,Planned,T-12,01-08-2026,26-08-2026,104868.59,0,Local Union 55,Michael Chang,FALSE
CB_MO_2027,Coast BaseLoad,PRJ-CB-2542,T-12: HazWaste Permit,Project Management,Regulatory,Planned,T-12,01-08-2026,26-08-2026,111223.9,0,EthosEnergy,Michael Chang,FALSE
CB_MO_2027,Coast BaseLoad,PRJ-CB-2543,T-12: Scope Freeze Meeting,Project Management,Supply Chain,Planned,T-12,01-08-2026,26-08-2026,85376.3,0,Mistras Group,Michael Chang,FALSE
CB_MO_2027,Coast BaseLoad,PRJ-CB-2544,T-12: Environmental Permit Review,Project Management,Regulatory,Planned,T-12,01-08-2026,26-08-2026,77300.01,0,GE Vernova,Michael Chang,FALSE
CB_MO_2027,Coast BaseLoad,PRJ-CB-2545,T-12: Contractor Orientation,Project Management,Supply Chain,Planned,T-12,01-08-2026,26-08-2026,85615.55,0,BrandSafway,Michael Chang,FALSE
CB_MO_2027,Coast BaseLoad,PRJ-CB-2546,T-12: Scope Freeze Meeting,Project Management,Supply Chain,Planned,T-12,01-08-2026,26-08-2026,75682.64,0,BrandSafway,Michael Chang,FALSE
