TemplateName,ActivityID,ActivityName,DurationDays,Predecessors,Phase,Responsibility
Planned - Combustion Inspection,CO-1019,T-6: Regulatory Permit Planning,30,,T-6,Project Management
Planned - Combustion Inspection,CO-1020,T-3: Scope Definition Planning,30,,T-3,Project Management
Planned - Combustion Inspection,CO-1021,T-3: Invoice Rec Planning,30,,T-3,Project Management
Planned - Combustion Inspection,CO-1022,T-3: Regulatory Permit Planning,30,,T-3,Project Management
Planned - Combustion Inspection,CO-1023,T-3: Invoice Rec Planning,30,,T-3,Project Management
Planned - Combustion Inspection,CO-1024,T-1: Air Monitoring Planning,30,,T-1,Safety
Planned - Combustion Inspection,CO-1025,T-1: Rotor Insp Planning,30,,T-1,Gas Turbine
Planned - Combustion Inspection,CO-1026,T-1: Air Monitoring Planning,30,,T-1,Safety
Planned - Combustion Inspection,CO-1027,T-1: Rotor Insp Planning,30,,T-1,Gas Turbine
Planned - Combustion Inspection,CO-1028,Rotor Insp - Area 1,5,,Execution,Gas Turbine
Planned - Combustion Inspection,CO-1029,Combustion Swap - Area 1,5,,Execution,Gas Turbine
Planned - Combustion Inspection,CO-1030,Air Monitoring - Area 3,5,,Execution,Safety
Planned - Combustion Inspection,CO-1031,LOTO Walkdown - Area 3,5,,Execution,Safety
Planned - Combustion Inspection,CO-1032,Air Monitoring - Area 2,5,,Execution,Safety
Planned - Combustion Inspection,CO-1033,Air Monitoring - Area 1,5,,Execution,Safety
Planned - Combustion Inspection,CO-1034,Rotor Insp - Area 3,5,,Execution,Gas Turbine
Planned - Combustion Inspection,CO-1035,LOTO Walkdown - Area 1,5,,Execution,Safety
Planned - Combustion Inspection,CO-1036,Inlet Filter - Area 1,5,,Execution,Gas Turbine
Planned - Combustion Inspection,CO-1037,LOTO Walkdown - Area 3,5,,Execution,Safety
Planned - Combustion Inspection,CO-1038,IGV Bushing - Area 2,5,,Execution,Gas Turbine
Planned - Combustion Inspection,CO-1039,Bucket Exchange - Area 4,5,,Execution,Gas Turbine
Planned - Combustion Inspection,CO-1040,Air Monitoring - Area 2,5,,Execution,Safety
Planned - Combustion Inspection,CO-1041,Air Monitoring - Area 2,5,,Execution,Safety
Planned - Combustion Inspection,CO-1042,Confined Space Setup - Area 1,5,,Execution,Safety
Planned - Combustion Inspection,CO-1043,IGV Bushing - Area 2,5,,Execution,Gas Turbine
Planned - Combustion Inspection,CO-1044,Air Monitoring - Area 3,5,,Execution,Safety
Planned - Combustion Inspection,CO-1045,Confined Space Setup - Area 2,5,,Execution,Safety
Planned - Combustion Inspection,CO-1046,Confined Space Setup - Area 2,5,,Execution,Safety
Planned - Combustion Inspection,CO-1047,Air Monitoring - Area 1,5,,Execution,Safety
Planned - Combustion Inspection,CO-1048,Confined Space Setup - Area 4,5,,Execution,Safety
Planned - Combustion Inspection,CO-1049,IGV Bushing - Area 4,5,,Execution,Gas Turbine
Planned - Combustion Inspection,CO-1050,Compressor Blade Insp - Area 2,5,,Execution,Gas Turbine
Planned - Combustion Inspection,CO-1051,Rotor Insp - Area 3,5,,Execution,Gas Turbine
Planned - Combustion Inspection,CO-1052,Safety Audit - Area 2,5,,Execution,Safety
Planned - Combustion Inspection,CO-1053,Air Monitoring - Area 1,5,,Execution,Safety
Planned - Combustion Inspection,CO-1054,Confined Space Setup - Area 4,5,,Execution,Safety
Planned - Combustion Inspection,CO-1055,Combustion Swap - Area 1,5,,Execution,Gas Turbine
Planned - Combustion Inspection,CO-1056,Compressor Blade Insp - Area 1,5,,Execution,Gas Turbine
Planned - Combustion Inspection,CO-1057,Bucket Exchange - Area 4,5,,Execution,Gas Turbine
Planned - Combustion Inspection,CO-1058,Inlet Filter - Area 4,5,,Execution,Gas Turbine
Planned - Combustion Inspection,CO-1059,LOTO Walkdown - Area 1,5,,Execution,Safety
Planned - Combustion Inspection,CO-1060,IGV Bushing - Area 2,5,,Execution,Gas Turbine
Planned - Combustion Inspection,CO-1061,IGV Bushing - Area 4,5,,Execution,Gas Turbine
Planned - Combustion Inspection,CO-1062,Compressor Blade Insp - Area 3,5,,Execution,Gas Turbine
Planned - Combustion Inspection,CO-1063,Air Monitoring - Area 3,5,,Execution,Safety
Planned - Combustion Inspection,CO-1064,Combustion Swap - Area 3,5,,Execution,Gas Turbine
Planned - Combustion Inspection,CO-1065,LOTO Walkdown - Area 1,5,,Execution,Safety
Planned - Combustion Inspection,CO-1066,LOTO Walkdown - Area 3,5,,Execution,Safety
Planned - Combustion Inspection,CO-1067,IGV Bushing - Area 2,5,,Execution,Gas Turbine
Planned - Combustion Inspection,CO-1068,Turbine Shell Lift - Area 3,5,,Execution,Gas Turbine
Planned - Combustion Inspection,CO-1069,Inlet Filter - Area 4,5,,Execution,Gas Turbine
Planned - Combustion Inspection,CO-1070,IGV Bushing - Area 4,5,,Execution,Gas Turbine
Planned - Combustion Inspection,CO-1071,Combustion Swap - Area 3,5,,Execution,Gas Turbine
Planned - Combustion Inspection,CO-1072,LOTO Walkdown - Area 3,5,,Execution,Safety
Planned - Combustion Inspection,CO-1073,LOTO Walkdown - Area 1,5,,Execution,Safety
Planned - Combustion Inspection,CO-1074,Safety Audit - Area 3,5,,Execution,Safety
Planned - Combustion Inspection,CO-1075,Air Monitoring - Area 1,5,,Execution,Safety
Planned - Combustion Inspection,CO-1076,Rotor Insp - Area 2,5,,Execution,Gas Turbine
Planned - Combustion Inspection,CO-1077,Rotor Insp - Area 2,5,,Execution,Gas Turbine
Planned - Combustion Inspection,CO-1078,Air Monitoring - Area 1,5,,Execution,Safety
Planned - Combustion Inspection,CO-1079,T+1: Inlet Filter Planning,30,,T+1,Gas Turbine
Planned - Combustion Inspection,CO-1080,T+1: LOTO Walkdown Planning,30,,T+1,Safety
Planned - Combustion Inspection,CO-1081,T+1: Combustion Swap Planning,30,,T+1,Gas Turbine
Planned - Combustion Inspection,CO-1082,T+1: Rotor Insp Planning,30,,T+1,Gas Turbine
Planned - Combustion Inspection,CO-1083,T+1: Turbine Shell Lift Planning,30,,T+1,Gas Turbine
Planned - Combustion Inspection,CO-1084,T+1: Confined Space Setup Planning,30,,T+1,Safety
Forced - Exciter Diode Failure,EX-1000,Confined Space Setup - Area 2,5,,Execution,Safety
Forced - Exciter Diode Failure,EX-1001,Switchgear Test - Area 2,5,,Execution,BOP
Forced - Exciter Diode Failure,EX-1002,Wedge Check - Area 1,5,,Execution,Generator
Forced - Exciter Diode Failure,EX-1003,Air Monitoring - Area 1,5,,Execution,Safety
Forced - Exciter Diode Failure,EX-1004,Robotic Insp - Area 3,5,,Execution,Generator
Forced - Exciter Diode Failure,EX-1005,Cooling Tower Fill - Area 3,5,,Execution,BOP
Forced - Exciter Diode Failure,EX-1006,Condenser Clean - Area 2,5,,Execution,BOP
Forced - Exciter Diode Failure,EX-1007,Cooling Tower Fill - Area 3,5,,Execution,BOP
Forced - Exciter Diode Failure,EX-1008,Wedge Check - Area 4,5,,Execution,Generator
Forced - Exciter Diode Failure,EX-1009,LOTO Walkdown - Area 2,5,,Execution,Safety
Forced - Exciter Diode Failure,EX-1010,Cooling Tower Fill - Area 1,5,,Execution,BOP
Forced - Exciter Diode Failure,EX-1011,Air Monitoring - Area 2,5,,Execution,Safety
Forced - Exciter Diode Failure,EX-1012,Wedge Check - Area 1,5,,Execution,Generator
Forced - Exciter Diode Failure,EX-1013,Safety Audit - Area 2,5,,Execution,Safety
Forced - Exciter Diode Failure,EX-1014,Circ Pump Rebuild - Area 3,5,,Execution,BOP
Forced - Exciter Diode Failure,EX-1015,Air Monitoring - Area 1,5,,Execution,Safety
Forced - Exciter Diode Failure,EX-1016,Air Monitoring - Area 4,5,,Execution,Safety
Forced - Exciter Diode Failure,EX-1017,LOTO Walkdown - Area 2,5,,Execution,Safety
Forced - Exciter Diode Failure,EX-1018,Confined Space Setup - Area 3,5,,Execution,Safety
Forced - Exciter Diode Failure,EX-1019,Exciter Diode Check - Area 4,5,,Execution,Generator
Forced - Exciter Diode Failure,EX-1020,LOTO Walkdown - Area 3,5,,Execution,Safety
Forced - Exciter Diode Failure,EX-1021,Exciter Diode Check - Area 3,5,,Execution,Generator
Forced - Exciter Diode Failure,EX-1022,Robotic Insp - Area 3,5,,Execution,Generator
Forced - Exciter Diode Failure,EX-1023,Robotic Insp - Area 4,5,,Execution,Generator
Forced - Exciter Diode Failure,EX-1024,Transformer Oil - Area 2,5,,Execution,BOP
Forced - Exciter Diode Failure,EX-1025,Condenser Clean - Area 1,5,,Execution,BOP
Forced - Exciter Diode Failure,EX-1026,Cooling Tower Fill - Area 1,5,,Execution,BOP
Forced - Exciter Diode Failure,EX-1027,T+1: Exciter Diode Check Planning,30,,T+1,Generator
Forced - Exciter Diode Failure,EX-1028,T+1: Safety Audit Planning,30,,T+1,Safety
Forced - Exciter Diode Failure,EX-1029,T+1: Wedge Check Planning,30,,T+1,Generator
